ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;DOTTORI
2020;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;19
2020;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;111
2020;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;38
2020;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;4
2020;00102;Torino - Politecnico;Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;2
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;1
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;1
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;7
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;8
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;5
2020;00201;"Vercelli - Università degli studi del Piemonte orientale ""A. Avogadro""";Piemonte;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;2
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;11
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;19
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;6
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;13
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;6
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;9
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;46
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;41
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;11
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;6
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;55
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;37
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;17
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;27
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;10;Services;M;1
2020;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Dottorato di ricerca;10;Services;F;2
2020;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;1
2020;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;1
2020;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;3
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;1
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;4
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;3
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;12
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;9
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;3
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;4
2020;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;4
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;8
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;6
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;16
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;13
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;5
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;1
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;30
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;37
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;6
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;9
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;19
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;6
2020;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;12
2020;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;26
2020;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;13
2020;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2020;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;160
2020;01502;Milano - Politecnico;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;86
2020;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2020;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;4
2020;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;8
2020;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;13
2020;01503;"Milano - Università commerciale ""Luigi Bocconi""";Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;6
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;1;Education;M;1
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;1;Education;F;1
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;4
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;15
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;16
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;15
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;5
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;12
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;5
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;11
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;43
2020;01504;"Milano - Università Cattolica del ""Sacro Cuore""";Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;24
2020;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;2
2020;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;3
2020;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;01505;Milano - Libera Università di Lingue e Comunicazione (IULM);Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;1
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;1
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;1
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;3
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;10
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;2
2020;01508;Milano - Università Vita-Salute San Raffaele;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;4
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;1;Education;M;2
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;1;Education;F;5
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;1
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;1
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;12
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;23
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;6
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;12
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;30
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;23
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;5
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;1
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;8
2020;01509;Milano-Bicocca - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;7
2020;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;2
2020;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;2
2020;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;1
2020;01510;Rozzano (MI) Humanitas University;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;8
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;1;Education;M;2
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;1;Education;F;1
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;3
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;2
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;3
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;2
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;9
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;7
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;3
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;2
2020;01601;Bergamo - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;8
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;3
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;3
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;10
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;7
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;4
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;19
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;2
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;7
2020;01701;Brescia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;10;Services;F;1
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;F;7
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;3
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;M;4
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;6
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;F;6
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;4;Business, administration and law;M;6
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;34
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;30
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;25
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;13
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;M;7
2020;01801;Pavia - Università degli studi;Lombardia;NORD-OVEST;Dottorato di ricerca;9;Health and welfare;F;14
2020;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Dottorato di ricerca;2;Arts and humanities;M;2
2020;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Dottorato di ricerca;3;Social sciences, journalism and information;F;1
2020;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;3
2020;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;3
2020;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;8
2020;01802;Pavia - Istituto universitario di studi superiori;Lombardia;NORD-OVEST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;2
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;1;Education;F;6
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;1
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;3
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;2
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;1
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;2
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;12
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;2
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;F;1
2020;02101;Bolzano - Libera Università;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;4
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;1;Education;M;1
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;2;Arts and humanities;M;8
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;5
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;M;18
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;3;Social sciences, journalism and information;F;14
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;4;Business, administration and law;M;8
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;4;Business, administration and law;F;10
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;F;16
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;5;Natural sciences, mathematics and statistics;M;25
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);M;4
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;6;Information and Communication Technologies (ICTs);F;1
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;M;45
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;7;Engineering, manufacturing and construction;F;10
2020;02201;Trento - Università degli studi;Trentino-Alto Adige;NORD-EST;Dottorato di ricerca;8;Agriculture, forestry, fisheries and veterinary;M;1
2020;02301;Verona - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;1;Education;F;2
2020;02301;Verona - Università degli studi;Veneto;NORD-EST;Dottorato di ricerca;2;Arts and humanities;F;9
